,0
0,0.8481826788286899
1,0.8303361462270601
2,-0.3761279554002296
3,0.4203244275471864
4,0.5245115185198888
5,-0.5471961555942633
6,0.2668126457576729
7,-1.0075172562117214
8,0.9429253288256051
9,-0.17340389720663688
10,-1.057982302287462
11,0.018175325620907207
12,0.8216979965823635
13,0.3265347828325746
14,-0.7934394200162768
15,-0.7632913143435018
16,-0.6637704182751869
17,0.9687035686684706
18,1.0611430281173793
