,0,1,2,3,4
0,-0.7064737111587411,0.14744669097242885,-0.2427437190716974,0.8292664390371591,-0.34435439487945274
1,-0.616729599465067,-0.46869653643287945,-0.4604386548402606,0.1147659585922774,-0.7758180898442931
2,-0.8731189574868774,-0.33784052014368177,-0.2935408678421312,-0.4660176036115956,-0.9533103894305004
3,-0.5187919630525232,-0.8433233351855953,-0.3262985542665859,-0.2697405493576971,0.23059413016358782
4,0.11966593799984446,0.07735186225996638,-0.06690318164461062,0.5963730439297606,0.7785685187249743
5,0.5922420764219496,-0.9805811522350266,0.7944323641478743,-1.0059986130885328,0.09603743184380682
6,-0.5946539705399094,0.07838601045373905,0.24714824166670213,-0.2292108262101527,-0.5655829649884252
7,0.9647490181973599,-0.2884365641795099,0.9641504227324265,0.9107728968929588,-0.3043475208227317
8,1.017024878169582,-0.5200705797768636,0.7045198869209336,-0.5258175338818779,1.0971482921605085
9,0.31080536402559183,0.5216732511849645,0.2718208474775703,0.9055103285741128,-0.7217858007423783
10,0.2513228359263207,0.28072945928679366,-1.1298841353547937,-0.2191561816997935,-0.21314778968021203
11,0.12200922761032322,-0.4289277458732108,-0.6981042248267647,-0.11200277087511679,0.4000921530366295
12,0.2094991187095756,-0.08496837145593839,0.3344475191376991,0.9413728734944198,0.9851221214192412
13,-0.11975438860537718,-0.7057943773559885,-0.6057056353542187,0.7009318580087542,0.41548759262508755
14,-0.740873787791587,0.37279774207368116,0.2720280676321781,0.5718014882490359,0.535580174060029
15,-0.6895727432414636,0.7552807563256709,0.6253853734611634,-0.611593815533306,-0.2076051183516867
16,-0.2684942983139526,0.4518999536290943,0.33505945345560606,-0.8034948884270433,-0.07786743640149271
17,0.7996102695528535,0.7687267276187885,0.531809509318211,-0.45664368455006876,0.3372091878765864
18,0.4228308096527386,-0.8909217932539393,-0.5841544717022469,0.026707991405956047,-0.8991805226585944
